Forced Category,DENK: strategie en doelen,ORGANISEER: ,quadrant,ring,status,"Label
",File Path,Section 1 # Titel,Section 2## Wat wordt hiermee bedoeld?,Section 3 ## Hoe staan we ervoor?,Section 4 ## Waar kan ik hier meer over lezen?,label,link,Section 5,Section 6,Section 7,Section 8,Category,New Category
Innovatie & Optimalisatie,,,2,3,0,"Twin Datacenters
",C:\Users\jelle\Downloads\wiki\twinDatacenters.md,"# Twin Datacenters
","## Wat wordt hiermee bedoeld?
Een twin datacenter is een concept waarbij twee datacenters in nauwe samenwerking opereren en elkaar (in geval van nood) ondersteunen. Deze datacenters zijn geografisch van elkaar gescheiden, maar verbonden via een snelle en betrouwbare netwerkverbinding. Ze werken samen om gegevens en diensten redundant en veiliger te beheren. Dit betekent dat als één datacenter uitvalt door een storing, natuurramp, of onderhoud, het andere datacenter onmiddellijk kan overnemen zonder dat dit merkbare impact heeft op de beschikbaarheid van de diensten of gegevens.

Hoewel een twin datacenter veel voordelen biedt op het gebied van betrouwbaarheid en gegevensbescherming, is het geen duurzaam concept:

-  Omdat beide datacenters vrijwel identieke systemen en gegevens onderhouden, betekent dit dat er dubbele hoeveelheden stroom nodig zijn om beide locaties operationeel te houden. Dit verhoogt het totale energieverbruik aanzienlijk, zelfs als maar één datacenter op een bepaald moment actief wordt gebruikt (active/passive).

-  Twee datacenters vereisen elk hun eigen koelsystemen, wat extra energie kost. Datacenters genereren veel warmte door de constante werking van servers, waardoor koeling essentieel is. In een twin datacenter-scenario is deze behoefte uiteraard twee keer zoveel.

-  Het beheren van twee gelijke datacenters vereist extra hardware, netwerkverbindingen en onderhoud. Deze extra infrastructuur leidt tot een grotere vraag naar energie en materiaalgebruik, wat op zijn beurt bijdraagt aan de ecologische voetafdruk van de organisatie.

<video width=""640"" height=""480"" controls>
  <source src=""wiki/datacenteruit.mov"" type=""video/mp4"">
  Your browser does not support the video tag.
</video>
","## Hoe staan we ervoor?
Wigo4it heeft geen eigen datacenters meer sinds 2024. Alles draait nu in de cloud en wordt zo efficient als mogelijk is ingezet. We bouwen conform onze SLA en hebben dus niets te veel draaien vanuit de gedachte beschikbaarheid of veiligheid. Hoe garanderen we nu nog steeds dezelfde dienstverlening zonder twin datacenter concept:

- Alle infrastructuur staat in Terraform code en kunnen we met een paar drukken op de knop opnieuw uitrollen. Ieder jaar testen we dit tijdens onze Workation. We bouwen dan alles van scratch af aan opnieuw op in een andere region.

- Pay as you Go: Omdat we nu veel beter inzicht hebben in wat er staat de draaien en wat dat kost, kunnen we er ook veel beter op sturen. Er staat dus nooit meer hardware te zoomen dat niet gebruikt wordt, want dat kost ook direct geld. (vroeger was het toch al betaald)

- De kosten zijn meer dan gehalveerd in de cloud ten opzichte van eigen datacenters. Dit komt doordat we geen eigen hardware meer hebben, langdurige contracten en momenteel echt alleen betalen voor dat wat we gebruiken. 
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.compact.nl/articles/strategische-keuzen-rondom-datacenters-2/"">Twin datacenter concept</a>",,,,,,,unknown,onbekend
Bestuur & Beleid,,,1,1,0,"Verantwoordelijkheid
",C:\Users\jelle\Downloads\wiki\verantwoordelijkheid.md,"# Verantwoordelijkheid
","## Wat wordt hiermee bedoeld?
Gedragsverandering op het gebied van duurzaamheid vereist dat mensen niet alleen de vrijheid krijgen om bewuste keuzes te maken, maar ook de verantwoordelijkheid nemen voor de impact van die keuzes. Wanneer individuen de vrijheid hebben om duurzame opties te kiezen, gepaard met de verantwoordelijkheid voor hun acties, ontstaat er een directe link tussen hun gedrag en de gevolgen daarvan. Dit creëert een omgeving waarin men zich niet langer kan verschuilen achter regels, systemen of anderen; de verantwoordelijkheid ligt bij henzelf.

Zonder deze persoonlijke verantwoordelijkheid blijven duurzame keuzes oppervlakkig of uitgesteld, omdat er altijd iets of iemand anders de schuld kan krijgen. Met vrijheid en verantwoordelijkheid wordt het duidelijk dat ieders bijdrage telt, en dat verandering niet alleen van systemen of leiders moet komen, maar ook van individuen zelf. Hierdoor voelen mensen zich direct betrokken bij het resultaat van hun keuzes en worden ze gemotiveerd om daadwerkelijk duurzame acties te ondernemen, omdat ze weten dat hun gedrag er echt toe doet.

","## Hoe staan we ervoor?
Wigo4it heeft het aligned autonomy concept omarmd van Henrik Kniberg. Als je dit concept écht goed toepast, zorgt dat ervoor dat teams autonoom kunnen werken en zelf keuzes kunnen maken. Het grote voordeel is dat we daardoor veel sneller software kunnen releasen. Collega's hoeven niet meer op anderen te wachten, anders dan op teamgenoten. Doordat zij zelf de keuzes kunnen maken, kunnen ze ook niet anders dan de verantwoordelijkheid nemen voor die keuzes. Hoe doen we dat?

- Type1 en Type2 besluiten, 80% is een type2 besluit en kan het team zelf zonder goedkeuring van MT, Security of wie dan ook.

- Geen ITIL, projectmanager, architecten meer waar je je achter kunt schuilen.

- You build it, you run it, you break it, you fix it, you love it!
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.orgtopologies.com/post/aligned-autonomy-at-scale"">Aligned Autonomy</a>
- <a href=""https://www.linkedin.com/pulse/werken-zonder-grenzen-jean-paul-van-der-ham-8cxne/?trackingId=TtiHx6soTJClf%2BFsA8afAQ%3D%3D"">Werken zonder grenzen</a>",,,,,,,unknown,Bestuur & Beleid
Innovatie & Optimalisatie,,,2,1,1,"Verwijder Strategie
",C:\Users\jelle\Downloads\wiki\verwijderStrategie.md,"# Verwijder Strategie
","## Wat wordt hiermee bedoeld?
Een verwijderstrategie is een plan of beleid waarin je als bedrijft vastlegt hoe en wanneer je gegevens en documenten opslaat, maar ook permanent verwijdert. Dit is niet alleen belangrijk voor compliance en gegevensbeheer, maar ook vanuit duurzaamheidsperspectief. Een goed doordachte verwijderstrategie zorgt ervoor dat je voldoet aan bewaartermijnen en onnodige data opruimt, wat zowel duurzaam is als juridisch noodzakelijk. Wat moet er minimaal in een goede verwijderstrategie beschreven staan: 

- Gegevensclassificatie: Welke soorten gegevens worden opgeslagen?
- Bewaartermijnen: Hoe lang worden gegevens bewaard en wanneer worden ze verwijderd?
- Automatisering: Hoe wordt het proces van verwijdering geautomatiseerd?
- Audits: Hoe en wanneer worden periodieke audits uitgevoerd?
- Compliance: Hoe wordt voldaan aan wet- en regelgeving, zoals de AVG?
- Verantwoordelijkheden: Wie is verantwoordelijk voor naleving en uitvoering?
- Veilige verwijdering: Hoe worden gegevens veilig verwijderd, zowel digitaal als fysiek?

Met een goed uitgevoerde verwijderstrategie kunnen bedrijven hun datamanagement optimaliseren, energiekosten besparen en voldoen aan wettelijke vereisten, wat uiteindelijk allemaal bijdraagt aan duurzaamheid.
","## Hoe staan we ervoor?
Wigo4it heeft nog geen verwijderstrategie die volledig af is, maar doet al best veel als je kijkt naar bovenstaande zeven punten:

- We hebben retention policies ingericht waarmee bepaalde type data automatisch na een dag/week/maand of jaar wordt verwijderd.

- We kijken naar een mogelijkheid om alle mail ouder dan vier jaar automatisch te verwijderen. Bij sommige collega's stuit dit vooralsnog op wat weerstand. 

- Tijdens het uitfaseren van het datacenter hebben we alle servers en datadragers eerst zelf opgeschoond en daarna nog door een professioneel gecertificeerd bedrijf volledig laten wipen. 

- We bewaren alleen de data voor een langere periode als de wet ons dat voorschrijft. Dit laten we ook jaarlijks toetsen door de auditor. 
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.pwc.nl/nl/themas/blogs/in-vijf-stappen-naar-een-verantwoorde-dataretentie.html"">Data retentie strategie</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,1,3,0,"Videobellen
",C:\Users\jelle\Downloads\wiki\videobellen.md,"# Videobellen
","## Wat wordt hiermee bedoeld?
In het digitale tijdperk van vandaag is de manier waarop we communiceren drastisch veranderd. Met de opkomst van videobeltechnologieën kunnen face-to-face gesprekken plaatsvinden over duizenden kilometers afstand. Het is echter essentieel om de duurzaamheid van deze moderne communicatiemethoden te overwegen, vooral bij het vergelijken van videobellen met traditionele belmethoden.


- **Videobellen**: Vereist aanzienlijke gegevensverwerking en transmissie, wat leidt tot een hoger energieverbruik. De servers en clients die video streaming ondersteunen verbruiken veel elektriciteit, waarvan een groot deel afkomstig is van niet-hernieuwbare bronnen.

- **Traditioneel bellen**: Gebruikt minder bandbreedte en daardoor minder energie. De infrastructuur voor spraakoproepen is energie-efficiënter in vergelijking met de datacenters die nodig zijn voor videobellen.

- **Chatten**: Vereist minimale gegevensverwerking en transmissie, waardoor het een van de meest energiezuinige vormen van digitale communicatie is. Het gebruik van tekstberichten verbruikt aanzienlijk minder bandbreedte en elektriciteit in vergelijking met zowel videobellen als traditioneel bellen.

","## Hoe staan we ervoor?
Sinds de coronapandemie is het gebruik van Teams onze standaard communicatiemethode geworden. Momenteel proberen we door middel van voorbeeldgedrag ook onze communicatie te verduurzamen. Hierbij hanteren we de volgende richtlijnen:

- **Chatten**: Voor korte, contextarme interacties maken we gebruik van chatberichten.

- **Bellen**: Eén-op-één gesprekken voeren we bij voorkeur telefonisch en tijdens een wandeling buiten.

- **Camera uit**: Wanneer we via Teams bellen, zetten we indien mogelijk de camera uit. Een Amerikaanse studie toont aan dat dit de ecologische voetafdruk van het gesprek met maar liefst 96% kan verminderen.

- **Beperk de Videokwaliteit**: Wanneer videobellen noodzakelijk is, overweeg dan de videokwaliteit te verlagen om het bandbreedtegebruik te minimaliseren.

- **Beperk het gebruik van virtuele achtergronden**: Wij raden aan om virtuele achtergronden in Teams te minimaliseren, omdat deze veel extra verwerkingskracht en energie vergen.

- **Gebruik energiezuinige apparaten**: Wij kiezen voor apparaten met hoge energie-efficiëntie, zoals die met ARM-processors.

- Onze collega's zijn tenslotte toch niet super knap ;)
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.technopolis.be/nl/blog/zijn-videocalls-slecht-voor-het-milieu/#:~:text=Dankzij%20de%20data%20van%20achttien,1%20kilogram%20CO2-uitstoot"">Zijn videocalls slecht voor het klimaat?</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,1,3,0,"Water(flessen)
",C:\Users\jelle\Downloads\wiki\waterflessen.md,"# Water(flessen)
","## Wat wordt hiermee bedoeld?
Bij ons komt water uit de kraan, niet uit een plastic fles. De kosten van gebotteld water zijn verbazingwekkend als je bedenkt hoeveel je eigenlijk betaalt voor productie en distributie in vergelijking met het water zelf. Het is zelfs nog schokkender wanneer je de negatieve effecten op het milieu in elk stadium van zijn bestaan in overweging neemt. Elke keer dat je een plastic fles koopt, betaal je voor 90% de kosten die gepaard gaan met de productie van dat plastic. We zetten hier bewust maar één bullet neer zodat de boodschap duiderlijker binnen komt:

- Het kost **drie** keer de hoeveelheid water om één fles water te produceren en te vullen. 
Daarnaast genereert het productieproces ook broeikasgassen in de vorm van CO2. Naast de kosten van energie en grondstoffen, draagt ook het transport van gebotteld water bij aan de ecologische voetafdruk. Al deze factoren dragen bij aan de hoge economische kosten van plastic waterflessen.
","## Hoe staan we ervoor?
Bij Wigo4it hebben we geen plastic waterflessen meer, maar zijn we overgestapt naar blikjes. Als we heel eerlijk zijn is dat ook onzin. Daarom zijn we dan ook voornemens om geen blikjes bruisend en normaal water meer te kopen. Vroeger hadden we een waterkoker die tientallen keren per dag aangezet werd, ook dat is niet duurzaam. Daarom hebben we onlangs een Quooker aangeschaft. Als je meer dan 5 liter per dag kokend water nodig hebt is een Quooker duurzamer dan tientallen keren de waterkoker aanzetten. Onze Quooker levert naast kokend ook bruisend water. Kortom:

- We moeten écht stoppen met blikjes (bruisend) water kopen.
- Flesjes water kunnen al helemaal niet meer.
- Gebruik de kraan of Quooker voor al het water.
- Een Quooker is waterbesparend, je gebruikt alleen wat je nodig hebt.
","## Waar kan ik hier meer over lezen?
- <a href=""https://pacinst.org/wp-content/uploads/2007/02/bottled_water_factsheet.pdf"">Factsheet bottled water</a>
- <a href=""https://www.innovaenergie.nl/blog/tip/stroomverbruik-waterkoker-vs-quooker/"">Waterkoker vs Quooker</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,2,0,0,"Webbased
",C:\Users\jelle\Downloads\wiki\webbased.md,"# Webbased
","## Wat wordt hiermee bedoeld?
Web-based applicaties zijn applicaties die op een laagdrempelige manier via een webbrowser worden benaderd en gebruikt. Ze draaien op servers en gebruiken vaak de cloud om data en functionaliteit aan te bieden. Dit maakt ze toegankelijk vanaf elk apparaat met een internetverbinding, ongeacht het besturingssysteem. Hun centrale beheer en updates maken ze bovendien gebruiksvriendelijk en eenvoudig te onderhouden. Andere voordelen van webbased applicaties:

- Geen lokale installaties of updates nodig, waardoor energieverbruik en hardware-upgrades worden verminderd.

- Web-apps benutten vaak gedeelde cloudinfrastructuur, wat leidt tot minder energieverbruik per gebruiker.

- Eindgebruikers hebben lichtere apparaten nodig, wat leidt tot minder vraag naar nieuwe hardware en minder elektronisch afval.
","## Hoe staan we ervoor?
Wigo4it had vroeger ook een client-server architectuur die lastig te beheren was en werd aangeboden via Citrix. Inmiddels ziet de realiteit er veel moderner uit:

- Alle 130 schermen de afgelopen drie jaar omgebouwd naar web-based (blazor).

- We hebben geen Citrix of FAT clients meer draaien in onze omgeving.

- We kunnen wijzigingen aan onze applicatie nu veel sneller en on the fly aanpassen zonder downtime.

- We kunnen nu A/B test scenario's veel makkelijker implementeren.
","## Waar kan ik hier meer over lezen?
- <a href=""https://en.wikipedia.org/wiki/Web_application"">Web application</a>
",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,1,0,0,"Wegwijzer
",C:\Users\jelle\Downloads\wiki\wegwijzer.md,"# Wegwijzer
","## Wat wordt hiermee bedoeld?
Vroeger had Wigo4it meer dan 80 omgevingen draaien. Omgevingen mochten niet worden verwijderd, want stel dat deze over een paar maanden weer nodig was. Daarnaast hadden we omgevingen 24/7, 365 dagen per jaar draaiden terwijl deze effectief 20 dagen per jaar werden gebruikt. Dat was allemaal te verklaren, omdat Wigo4it destijds nog door logge processen en bureaucratie er soms 3 maanden over deed om een nieuwe omgeving te realiseren. Logisch dat de steden niet heel happig waren om afscheid te nemen van omgevingen. Er was weinig besef van kosten, want die waren toch al gemaakt. ""Het draaide toch al"", ""we hebben het toch al aangeschaft"". Dat soort zinnen willen we niet meer horen. Om ook onze afnemers meer milieu en kostenbewust te laten worden hebben we de Wegwijzer ontworpen. De Wegwijzer is een portal ontworpen voor de steden zodat zij eenvoudig tussen de verschillende omgevingen kunnen navigeren. Ook kunnen zij zelf on-demand nieuwe omgevingen opspinnen of verwijderen. Het stelt gebruikers ook in staat om inzicht te krijgen in het gebruik en de kosten van verschillende omgevingen en het ondersteunt duurzame praktijken door het automatiseren van omgevingen buiten werktijden en het bieden van inzichten om bewuste beslissingen te maken. Dankzij de Wegwijzer:

- Hebben we nu nog maar 20 omgevingen draaien in plaats van 80.

- Zijn de steden in control om omgevingen op en af te schalen.

- Dankzij het creditsmodel is er een insentive om er ook echt bewust mee om te gaan.
","## Het creditsmodel
Het creditsmodel is een systeem dat is ontworpen om besparingen te realiseren door marktconforme en flexibele dienstverlening te bieden. Het stelt de steden in staat om zelf te bepalen hoeveel extra omgevingen ze nodig hebben en voor hoe lang, op basis van credits. Deze credits zijn onderdeel van de basisbegroting en worden omgerekend naar een waarde in euro's. Bijvoorbeeld, één credit staat gelijk aan drie euro en de totale waarde van de credits is 150.000 euro per stad per jaar. Gebruikers kunnen credits inzetten voor verschillende diensten:

- Eén credit per uur voor het draaien van de omgeving.

- Eén credit per uur voor support.

- Eén credit per uur voor een productie-like omgeving qua data.

Hiermee zorgen we ervoor dat steden écht bewust kijken naar hun behoefte. Heb je wel écht productie data nodig? Heb je wel écht support nodig? Zelf zitten zij dus aan de knoppen om hier op te besparen. 

","## Toekomstmuziek
We zijn al best lekker bezig met de wegwijzer, het doel is eigenlijk al bereikt. Echter, hoe tof zou het zijn als wij live carbon-credits op de markt kunnen kopen via een API om de uitstoot van omgevingen die onze klanten verbruiken te compenseren. Mooi onderwerp voor een volgende Funovationday!
Daarnaast kunnen we de steden nog iets meer nudgen door bijvoorbeeld op vrijdag een pop-up scherm te tonen met de tekst: ""Hee ambtenaar, het is al 17:00 uur geweest, zou je niet is uitloggen. En vergeet niet je omgevingen te verwijderen, dit scheelt weer 3 bomen aan uitstoot!""
",,,"## Waar kan ik hier meer over lezen?
- <a href=""https://www.cnaught.com/product/api-integration"">Carbon credits API</a>
",,,,unknown,onbekend
Innovatie & Optimalisatie,,,1,0,0,"Wigo4it
",C:\Users\jelle\Downloads\wiki\wigo4it.md,"# Wigo4it
","## Wie we zijn
Wij ontwikkelen oplossingen met echte impact. Voor echte mensen. Mensen met een bijstandsuitkering die door onze applicatie uit de armoede blijven. En professionals in het sociaal domein die door onze dienstverlening slimmer werken. Voor hen vertalen wij technologische en beleidsontwikkelingen, naar cutting edge IT-oplossingen.   

- <a href=""https://www.wigo4it.nl/?utm=duurzaamheidsradar"">Wigo4it website</a>",,,,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,1,1,0,"Workbooks
",C:\Users\jelle\Downloads\wiki\workbooks.md,"# Workbooks
","## Wat wordt hiermee bedoeld?
Workbooks zijn een krachtige tool binnen het Azure-platform die IT Engineers helpen om diepgaand inzicht te krijgen in hun cloudomgeving. Deze workbooks stellen de IT engineers in staat om data te visualiseren, analyseren en rapporten te genereren die essentieel zijn voor het beheer en de optimalisatie van cloudresources. Denk bijvoorbeeld aan Security, kosten, performance, maar ook duurzaamheid waar workbooks kunnen helpen om inzicht te generen (en tot actie aanzet). Een van de uitdagingen in de cloud is het identificeren van ongebruikte of onderbenutte resources die onnodige kosten veroorzaken en milieu-impact hebben. Workbooks kunnen helpen bij het opsporen van deze inefficiënties door rapporten te genereren die aangeven welke resources weinig tot geen activiteit vertonen. Deze inzichten maken het mogelijk om ongebruikte resources op te ruimen of te herstructureren, wat leidt tot kostenefficiëntie, minder uitstoot en een beter georganiseerde cloudomgeving. 
","## Hoe staan we ervoor?
Wigo4it gebruikt deze workbooks om inzicht te krijgen in de omgeving. Tijdens ons Cleanupfest worden deze workbooks standaard ingezet om écht tijd te nemen voor analyse of we zaken veilig kunnen verwijderen. Daarnaast genereren deze workbooks een stukje bewustzijn. Enkele voorbeelden van workbooks die wij gebruiken om inzicht te krijgen in de cloud omgeving: 

- <a href=""https://github.com/dolevshor/azure-orphan-resources/"">Azure orphaned resources workbook</a>
- <a href=""https://learn.microsoft.com/en-us/cloud-computing/finops/toolkit/optimization-workbook/cost-optimization-workbook"">Azure Cost analyze workbook</a>
- <a href=""https://learn.microsoft.com/en-us/azure/carbon-optimization/overview"">Carbon Optimization</a>

Ieder team kan deze workbooks inzetten voor haar subscriptions. Kortom, je kunt je nergens achter verschuilen. You build it, you run it!
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.wigo4it.nl/techorama-2023/duurzame-tips/"">Wigo4it Cleanupfest</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,2,3,0,"Infrastructure as Code
",C:\Users\jelle\Downloads\wiki\xAsCode.md,"# Infrastructure as Code
","## Wat wordt hiermee bedoeld?
Infrastructure as Code (IaC), Everything as Code of x as Code bevorderen duurzaamheid omdat ze automatisering, schaalbaarheid en efficiëntie in infrastructuur mogelijk maken. In plaats van dat je handmatig server voor server aan het beheren bent, automatiseer je alles. De belangrijkste duurzame voordelen zijn:

- IaC elimineert handmatige fouten en overprovisioning (mits goed geconfigureerd), waardoor infrastructuur nauwkeuriger wordt beheerd en resources efficiënter worden gebruikt, wat leidt tot minder energieverspilling.

- In plaats van constante overcapaciteit, kan infrastructuur dynamisch worden opgeschaald wanneer nodig en afgebouwd wanneer het niet meer vereist is. Dit resulteert in een lager energieverbruik en geoptimaliseerd gebruik van hardware.

- IaC maakt veelal gebruik van cloudinfrastructuren, waar gedeelde resources en energiezuinige datacenters, vaak aangedreven door hernieuwbare energie, worden benut. Dit vermindert de ecologische voetafdruk en verhoogt de duurzaamheid.

Kortom, IaC zorgt voor een efficiënter gebruik van IT-resources, optimaliseert energieverbruik en vermindert de afhankelijkheid van fysieke hardware, wat bijdraagt aan een duurzamer IT-beheer.
","## Hoe staan we ervoor?
Wigo4it automatiseert alles, maar dan ook écht alles. Het enige dat nog niet is geautomatiseerd is de provisioning van onze accounts van het HR systeem in Entra. Dit staat nog op de planning ;-). Maar nogmaals, we automatiseren écht alles:

- De gehele infrastructuur wordt minimaal eens per week via Terraform plan opnieuw uitgerold. Eens per jaar testen we dit ook écht in een andere region van scratch af aan.

- Via onze Self-Service Wegwijzer rollen steden volledige omgevingen zelf uit, alles onder water is volledige geautomatiseerd. 

- Honderden end-2-end tests zodra er een nieuwe versie is van onze software.

- Security en compliancy worden automatisch meegenomen in de pipelines (shift-left security en compliancy)
","## Waar kan ik hier meer over lezen?
- <a href=""https://en.wikipedia.org/wiki/Infrastructure_as_code"">Infrastructure as Code</a>",,,,,,,unknown,onbekend
Innovatie & Optimalisatie,,,3,2,0,"Zoekmachine
",C:\Users\jelle\Downloads\wiki\zoekmachine.md,"# Zoekmachine
","## Wat wordt hiermee bedoeld?
Het gebruik van zoekmachines is een integraal onderdeel van het dagelijks leven van veel mensen. Gemiddeld voert een persoon meerdere zoekopdrachten per dag uit, met Google als de meest gebruikte zoekmachine. De frequentie van gebruik wordt beïnvloed door de context, zoals werk, studie, en dagelijkse behoeften en is toegenomen door de beschikbaarheid van zoekfuncties op mobiele apparaten. Er worden per seconde zo'n 50.000 zoekopdrachten wereldwijd uitgevoerd. 

- Impact op het Milieu
Het runnen van zoekmachines vereist aanzienlijke hoeveelheden energie, voornamelijk vanwege de noodzaak om enorme datacenters te laten draaien. Deze datacenters bevatten duizenden servers die voortdurend in bedrijf zijn en gekoeld moeten worden, wat leidt tot een aanzienlijke ecologische voetafdruk. Verschillende zoekmachines nemen maatregelen om hun impact te verminderen, zoals het gebruik van hernieuwbare energiebronnen en het investeren in CO2-compensatieprojecten.

- Privacy
Privacy is een belangrijk punt van zorg bij zoekmachines, aangezien veel zoekmachines gebruikersgegevens verzamelen om gepersonaliseerde zoekresultaten en advertenties aan te bieden. Zoekmachines zoals DuckDuckGo en Ecosia onderscheiden zich door hun focus op privacybescherming, door geen persoonlijke gegevens op te slaan of te verkopen aan derden.
","## Hoe staan we ervoor?
Wij hebben via een  afgedwongen dat google onze zoekmachine is. Dit kun je als medewerker niet zelf aanpassen. Hier kunnen we dus flink in verbeteren door bijvoorbeeld te kiezen voor Ecosia. De voordelen van Ecosia:

- CO2 neutraal, 80% van de winst wordt geinvesteerd in het planten van bomen.

- Nemen privacy serieus en slaan geen persoonlijke gegevens op.

- Hebben geen misleidende advertenties als eerste resultaten.
","## Waar kan ik hier meer over lezen?
- <a href=""https://www.ecosia.org/"">Ecosia</a>
",,,,,,,unknown,onbekend
